number,x,y,theta,cmd_value 
0,0.0937201976776,-0.42954664204,-0.505717832637,-3.14112172609,-0.455342960179,-0.487274704466,3.13253031347,-0.600160138803,-0.510229646998,-2.87406254436,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.131735086441,-0.42954664204,-0.505717832637,-3.14112172609,-0.455342960179,-0.487274704466,3.13253031347,-0.600480310839,-0.510317409349,-2.87400314822,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.163448095322,-0.426807519883,-0.505121330103,-3.13979768922,-0.452786073953,-0.487057969796,3.13408704717,-0.600480310839,-0.510317409349,-2.87400314822,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.185193061829,-0.426807519883,-0.505121330103,-3.13979768922,-0.452786073953,-0.487057969796,3.13408704717,-0.600480310839,-0.510317409349,-2.87400314822,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.245853185654,-0.427950287419,-0.505346193721,-3.14131495976,-0.45488421808,-0.486886207692,3.13072888277,-0.600159662029,-0.51022951631,-2.87406263281,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.277553081512,-0.427950287419,-0.505346193721,-3.14131495976,-0.45488421808,-0.486886207692,3.13072888277,-0.600102878589,-0.510433840519,-2.87406272971,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.306465148926,-0.427950287419,-0.505346193721,-3.14131495976,-0.45488421808,-0.486886207692,3.13072888277,-0.600102878589,-0.510433840519,-2.87406272971,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.37979221344,-0.427715957199,-0.505948420657,3.14066143788,-0.452226610587,-0.487029371486,3.1308482351,-0.600818415209,-0.510630653444,-2.8740031431,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.426700115204,-0.427715957199,-0.505948420657,3.14066143788,-0.452226610587,-0.487029371486,3.1308482351,-0.600818415209,-0.510630653444,-2.8740031431,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.4528901577,-0.428675374877,-0.505421024705,-3.13987757639,-0.454201363135,-0.487079653916,3.13298626222,-0.601704276186,-0.511671980402,-2.87017095408,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.506401062012,-0.428675374877,-0.505421024705,-3.13987757639,-0.454201363135,-0.487079653916,3.13298626222,-0.602187510833,-0.513195531114,-2.8625999118,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
