number,x,y,theta,cmd_value 
0,0.680946826935,-0.419622473285,-0.503042734072,-3.13955444212,-0.442475989518,-0.483869595439,3.13058415061,-0.414955381083,-0.503653421731,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.707273006439,-0.415044745549,-0.503483078421,-3.14075337972,-0.438695399805,-0.484368922572,3.12944492189,-0.414955381083,-0.503653421731,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.721571922302,-0.415044745549,-0.503483078421,-3.14075337972,-0.438695399805,-0.484368922572,3.12944492189,-0.414955381083,-0.503653421731,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.737536907196,-0.415044745549,-0.503483078421,-3.14075337972,-0.438695399805,-0.484368922572,3.12944492189,-0.414955593505,-0.503443979806,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.756272792816,-0.415044745549,-0.503483078421,-3.14075337972,-0.438695399805,-0.484368922572,3.12944492189,-0.414955392068,-0.503642590844,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.770634889603,-0.415044745549,-0.503483078421,-3.14075337972,-0.438695399805,-0.484368922572,3.12944492189,-0.414955392068,-0.503642590844,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.789489984512,-0.415044745549,-0.503483078421,-3.14075337972,-0.438695399805,-0.484368922572,3.12944492189,-0.415687939615,-0.503441759383,-3.14090467153,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.814639806747,-0.416733547977,-0.503165882631,-3.14034950665,-0.440428714663,-0.483060973868,3.12917925379,-0.414959752437,-0.503440199341,-3.14089811414,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.836494922638,-0.416733547977,-0.503165882631,-3.14034950665,-0.440428714663,-0.483060973868,3.12917925379,-0.414959752437,-0.503440199341,-3.14089811414,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.852839946747,-0.416733547977,-0.503165882631,-3.14034950665,-0.440428714663,-0.483060973868,3.12917925379,-0.414955597342,-0.50344019616,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.867865800858,-0.416733547977,-0.503165882631,-3.14034950665,-0.440428714663,-0.483060973868,3.12917925379,-0.414955597342,-0.50344019616,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.886491775513,-0.416733547977,-0.503165882631,-3.14034950665,-0.440428714663,-0.483060973868,3.12917925379,-0.414955597342,-0.50344019616,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.899577856064,-0.416733547977,-0.503165882631,-3.14034950665,-0.438782683564,-0.483238650438,3.12779454432,-0.415679350957,-0.503650513426,-3.14090457136,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.914767980576,-0.41557015852,-0.50368227391,-3.14152474286,-0.438782683564,-0.483238650438,3.12779454432,-0.415679350957,-0.503650513426,-3.14090457136,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.935379981995,-0.41557015852,-0.50368227391,-3.14152474286,-0.438782683564,-0.483238650438,3.12779454432,-0.414960136653,-0.503441515249,-3.14089811029,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.967992782593,-0.41557015852,-0.50368227391,-3.14152474286,-0.438782683564,-0.483238650438,3.12779454432,-0.414960136653,-0.503441515249,-3.14089811029,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.988547801971,-0.41557015852,-0.50368227391,-3.14152474286,-0.438782683564,-0.483238650438,3.12779454432,-0.414955381622,-0.503652890783,-3.14089807677,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.00680494308,-0.416418065296,-0.502732602633,-3.13880836878,-0.439621802645,-0.48402415614,3.1316302568,-0.416415322466,-0.503947810756,-3.13839878632,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.01809978485,-0.416418065296,-0.502732602633,-3.13880836878,-0.439621802645,-0.48402415614,3.1316302568,-0.416415322466,-0.503947810756,-3.13839878632,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.04452586174,-0.416418065296,-0.502732602633,-3.13880836878,-0.439621802645,-0.48402415614,3.1316302568,-0.416415322466,-0.503947810756,-3.13839878632,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.05784988403,-0.416418065296,-0.502732602633,-3.13880836878,-0.439621802645,-0.48402415614,3.1316302568,-0.416415322466,-0.503947810756,-3.13839878632,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
