number,x,y,theta,cmd_value 
0,0.0517389774323,-0.437977409297,-0.518812818536,3.13519814032,-0.518905629284,-0.509088692168,3.12163361744,-0.43933009357,-0.519933871649,3.13371316518,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.160876989365,-0.440047501832,-0.520011454451,3.13172440261,-0.520244145838,-0.50922102889,3.11812752675,-0.439329510973,-0.519723397851,3.13371316518,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.269217967987,-0.439323868331,-0.519407668719,3.1338441608,-0.519903305741,-0.508918964863,3.12025117066,-0.43933009357,-0.519933871649,3.13371316518,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.379009962082,-0.438698682614,-0.519710791007,3.13331139721,-0.519632270261,-0.509291199097,3.11972137653,-0.43933009357,-0.519933871649,3.13371316518,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.491540908813,-0.439035928111,-0.519315432177,3.13545098786,-0.520476850406,-0.509379122977,3.12665325961,-0.44459042292,-0.52359846396,-3.12858044238,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.608017921448,-0.441033389169,-0.521455413625,-3.12953700399,-0.518894060922,-0.509957154869,3.14097480006,-0.448499723478,-0.528465162297,-3.11240602266,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.73357796669,-0.441455734384,-0.523244626556,-3.12393068974,-0.519436840399,-0.519305505609,-3.1231918908,-0.45751570375,-0.540913795524,-3.07621638153,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.865468025208,-0.458226632171,-0.55119272442,-3.05513717065,-0.536006270408,-0.54960573657,-3.06863578276,-0.45751570375,-0.540913795524,-3.07621638153,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.976831912994,-0.473087604527,-0.561937489227,-3.01578973434,-0.550278305517,-0.564015002098,-3.02925375419,-0.488440686432,-0.570213426443,-2.98792536673,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.0879149437,-0.482254755109,-0.573146444224,-2.98339890046,-0.558774639603,-0.575702843403,-2.99795267234,-0.501466408015,-0.584562876455,-2.94482609714,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.21523284912,-0.50196703005,-0.602237617819,-2.92157220858,-0.576387327588,-0.611259214418,-2.93909112755,-0.5398917743,-0.629119254906,-2.81374597957,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
