number,x,y,theta,cmd_value 
0,0.0878419876099,-0.4367944564,-0.517894770821,3.12155180397,-0.516461611368,-0.505295468441,3.1079109242,-0.437560547991,-0.517056703579,3.12301401459,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
