number,x,y,theta,cmd_value 
0,0.330909013748,1.51900148643,-2.27601349979,0.000164302793234,1.50103161199,-2.27033928899,-0.0115624385434,2.03692715741,-2.08148457734,2.84969458643,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.54692196846,1.51873402591,-2.27821916748,0.00251105708052,1.50009998749,-2.27233507491,-0.00926260262419,2.03692715741,-2.08148457734,2.84969458643,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.689789056778,1.5176734093,-2.28108087043,0.0161042205234,1.50004775451,-2.27520543392,0.00428223879839,2.03621485185,-2.08126948573,2.84952743897,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.788157939911,1.52473965916,-2.27048331499,0.0347230794268,1.50406634899,-2.26679613352,0.0232532941529,2.03621485185,-2.08126948573,2.84952743897,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.857167959213,1.5350022269,-2.25780301701,0.0677428971953,1.50882903956,-2.25272168959,0.0558170796344,2.03747551117,-2.08132207364,2.85128781851,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.05048298836,1.54287664445,-2.25109670777,0.0947969927779,1.51827190371,-2.23758798485,0.0818069244185,2.04491079964,-2.0778178217,2.87223524467,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.13123607635,1.55821535208,-2.22891860821,0.137292023358,1.53205622132,-2.21576602387,0.125068502951,2.04491079964,-2.0778178217,2.87223524467,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.28913092613,1.58382149449,-2.19637438868,0.22626192465,1.55934017782,-2.18784191491,0.214511741139,2.07972404531,-2.05592422582,2.9598103237,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.35511302948,1.58382149449,-2.19637438868,0.22626192465,1.5863453776,-2.13946162079,0.295085900696,2.13164026458,-2.02826957963,3.0855676479,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.57270598412,1.64929962047,-2.08569292872,0.459627507147,1.62388200144,-2.06782274589,0.441847451669,2.19533076295,-1.98718684721,-3.03275460079,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.66015005112,1.66650188751,-2.05690759022,0.528905079148,1.64634667206,-2.04247385182,0.511135528388,2.19533076295,-1.98718684721,-3.03275460079,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.835490942,1.6956224784,-2.01736107881,0.596885808879,1.67630501559,-1.99993357154,0.579661266118,2.19545548428,-1.98710637665,-3.03243173712,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.93309593201,1.71151567422,-1.98524594154,0.64268272902,1.69959363435,-1.96556154931,0.627150482998,2.28327167796,-1.92954282885,-2.83311576892,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,2.11986708641,1.76254852426,-1.94099930685,0.83724310114,1.74966227986,-1.90348331323,0.816551488455,2.34879460369,-1.88667956475,-2.67980045856,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,2.19309091568,1.77420333801,-1.8944156652,0.90552864682,1.78826745008,-1.87629016571,0.893117789383,2.38475702191,-1.86164012363,-2.59105538558,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,2.32817697525,1.78918524975,-1.88916918248,0.969130388929,1.78882661245,-1.85977614213,0.954914592186,2.42813576681,-1.83383888611,-2.47818554238,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
