number,x,y,theta,cmd_value 
0,2.80739998817,1.78130065398,-1.94343665974,0.78877480138,1.76847723775,-1.90787575911,0.76069415655,1.1007891518,-3.24935313434,1.54051654347,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,2.90156698227,1.79004948008,-1.92860130819,0.841861238192,1.7901174227,-1.90294130112,0.816613892212,1.08375820113,-3.27431340666,1.4772450353,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,2.99475884438,1.79004948008,-1.92860130819,0.841861238192,1.7901174227,-1.90294130112,0.816613892212,1.08375820113,-3.27431340666,1.4772450353,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,3.11058092117,1.83636055141,-1.87978332122,0.982114986709,1.82824024385,-1.85399654311,0.962085866693,1.03376783727,-3.33048724306,1.32048792635,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,3.32742404938,1.89917460051,-1.79166804691,1.17801604597,1.90399510268,-1.77945435596,1.16252709666,0.995796293218,-3.37689756786,1.18380616291,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,3.42973089218,1.92393890022,-1.74682612391,1.24094468114,1.92320338394,-1.72708066683,1.22397881917,0.983622617757,-3.39001820977,1.13913498517,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,3.62781786919,1.92393890022,-1.74682612391,1.24094468114,1.92320338394,-1.72708066683,1.22397881917,0.942668834274,-3.43946003894,0.97745067747,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,3.72024989128,1.92393890022,-1.74682612391,1.24094468114,1.92320338394,-1.72708066683,1.22397881917,0.929362990285,-3.45836765951,0.915704490027,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,3.92064905167,1.97256492675,-1.67504206593,1.42017360316,1.94960269447,-1.67156175941,1.40166732078,0.929362990285,-3.45836765951,0.915704490027,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.03790998459,1.97164671651,-1.68150398874,1.44046000989,1.9504813484,-1.6836002743,1.42256643006,0.916853914921,-3.4748283761,0.864662295645,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.10645794868,1.97164671651,-1.68150398874,1.44046000989,1.9504813484,-1.6836002743,1.42256643006,0.916853914921,-3.4748283761,0.864662295645,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.18113088608,1.97714074714,-1.67607134809,1.45318049589,1.95033951297,-1.6820350524,1.4343977594,0.886623857781,-3.49760246281,0.750522296795,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.24571084976,1.97265020194,-1.68102654753,1.4550448265,1.94605757066,-1.68653240613,1.43700573094,0.878115588528,-3.50134870734,0.7287844722,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.35228705406,1.96885313804,-1.68477505139,1.45929570506,1.94404947181,-1.69016172908,1.44250255823,0.877918833496,-3.50084079328,0.72894297102,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.4573059082,1.97548408494,-1.68097124806,1.45228626361,1.9477817802,-1.68649175645,1.43432167064,0.877888087505,-3.49845642769,0.729499502303,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.52056789398,1.97493146297,-1.68105708466,1.45421627974,1.94733102153,-1.69350023376,1.43556507236,0.877888011677,-3.49845036529,0.729500875481,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.60146689415,1.97493146297,-1.68105708466,1.45421627974,1.94733102153,-1.69350023376,1.43556507236,0.877883025349,-3.49697702423,0.729677866856,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.68611502647,1.97343128316,-1.68852855082,1.45302290785,1.94561856021,-1.69996536632,1.43584726402,0.878091653486,-3.49589716814,0.729765532594,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.74801182747,1.98172404957,-1.67835235756,1.46035749929,1.94867357958,-1.6924205896,1.44148404611,0.878091562709,-3.49556164603,0.729853236463,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.92244982719,1.97434545271,-1.6887170218,1.45646788421,1.94465170418,-1.7008954264,1.43895036338,0.878091562709,-3.49556164603,0.729853236463,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
