number,x,y,theta,cmd_value 
0,-0.00127213305871,-0.00319125168148,-0.00174592154392,-0.000686301519421,-0.00192826903058,0.000769499015391,0.000370413064957,-0.000138133764267,-2.22044604925e-16,(0.5, 0.5, 1.57)
0,-0.000630564515827,-0.00401668850745,-0.00161936435848,-0.000946170382305,-0.0028973155194,0.000943295713734,0.000370413064957,-0.000138133764267,-2.22044604925e-16,(0.5, 0.5, 1.57)
0,-0.00108892894939,-0.00351796933315,-0.00274838194224,-0.000916878548726,-0.00252309129364,-0.00113585367731,0.0,0.0,0.0,(0.5, 0.5, 1.57)
0,-0.00250635186006,-0.0112805071292,-0.0160283766865,-0.00208652915501,-0.00787537887712,-0.0128233077903,0.0,0.0,0.0,(0.5, 0.5, 1.57)
0,-0.00250635186006,-0.0112805071292,-0.0160283766865,-0.00208652915501,-0.00787537887712,-0.0128233077903,0.0,0.0,0.0,(0.5, 0.5, 1.57)
0,-0.013483961014,-0.0222431913204,-0.0504923647705,-0.00227882558727,-0.0148368475841,-0.055141080086,-0.00592219829559,-0.0108446627855,-0.0310695618391,(0.5, 0.5, 1.57)
0,-0.013483961014,-0.0222431913204,-0.0504923647705,-0.0135041029388,-0.0168726404222,-0.0819525547693,-0.00592219829559,-0.0108446627855,-0.0310695618391,(0.5, 0.5, 1.57)
0,-0.0334243786781,-0.0443332437137,-0.113348841693,-0.0215180425292,-0.0257993410907,-0.110751185966,-0.00592219829559,-0.0108446627855,-0.0310695618391,(0.5, 0.5, 1.57)
0,-0.0477466009339,-0.0660377198422,-0.154805193463,-0.032100461731,-0.0445465833903,-0.163378324559,-0.0213267207146,-0.0391929596663,-0.102998554707,(0.5, 0.5, 1.57)
0,-0.0477466009339,-0.0660377198422,-0.154805193463,-0.032100461731,-0.0445465833903,-0.163378324559,-0.0213267207146,-0.0391929596663,-0.102998554707,(0.5, 0.5, 1.57)
0,-0.0959234324015,-0.116041070045,-0.291812777532,-0.074123489885,-0.0752879838031,-0.31202559526,-0.0445646941662,-0.0841415077448,-0.211370885372,(0.5, 0.5, 1.57)
0,-0.0959234324015,-0.116041070045,-0.291812777532,-0.074123489885,-0.0752879838031,-0.31202559526,-0.0445646941662,-0.0841415077448,-0.211370885372,(0.5, 0.5, 1.57)
0,-0.114179653566,-0.130327154453,-0.326931162691,-0.0928285891067,-0.0838471168629,-0.346526864871,-0.066353559494,-0.124085202813,-0.315019369125,(0.5, 0.5, 1.57)
0,-0.144845964452,-0.168850269044,-0.424330176834,-0.131236599154,-0.10812779221,-0.435421154704,-0.066353559494,-0.124085202813,-0.315019369125,(0.5, 0.5, 1.57)
0,-0.161734672186,-0.192963026126,-0.443933379393,-0.149117241037,-0.133472346935,-0.466049022932,-0.0863553583622,-0.158239379525,-0.394576609135,(0.5, 0.5, 1.57)
0,-0.210644974642,-0.23443057709,-0.417888124665,-0.209036425142,-0.206449508648,-0.487599014505,-0.120832681656,-0.214884713292,-0.448329150677,(0.5, 0.5, 1.57)
0,-0.210644974642,-0.23443057709,-0.417888124665,-0.209036425142,-0.206449508648,-0.487599014505,-0.120832681656,-0.214884713292,-0.448329150677,(0.5, 0.5, 1.57)
0,-0.243513825116,-0.229948634235,-0.436716704505,-0.255051763531,-0.189536175656,-0.460693358295,-0.155245035887,-0.24396134913,-0.443805515766,(0.5, 0.5, 1.57)
