number,x,y,theta,cmd_value 
0,0.030604839325,-0.438596106753,-0.52038165023,3.13810396262,-0.519161871704,-0.513896699172,3.12002038415,-0.439213148979,-0.518907534875,3.13839325093,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.146318912506,-0.43717192116,-0.520573561878,3.13776494973,-0.517955408757,-0.515596115272,3.11975256238,-0.439213148979,-0.518907534875,3.13839325093,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.254292964935,-0.437863205139,-0.521295876183,3.13719738269,-0.518364812599,-0.515464331982,3.11914886578,-0.439214213584,-0.518697175162,3.13839325093,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.369525909424,-0.439218220873,-0.519693912187,3.13908669116,-0.519292253339,-0.513896342347,3.12103634397,-0.43921421514,-0.518696867724,3.13839325093,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.48069190979,-0.43916812001,-0.519671983135,3.13960432843,-0.519160105291,-0.514478586178,3.12224748201,-0.442037065931,-0.522019232985,-3.12748892095,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.608441829681,-0.440713967769,-0.520775349843,-3.12552202101,-0.518066946669,-0.514853815015,3.14111468419,-0.448363714862,-0.52775714875,-3.10598866225,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.720880031586,-0.449177276729,-0.527256610011,-3.10505203124,-0.533360054739,-0.525577770062,-3.1077697239,-0.456415749041,-0.533808796529,-3.0878315777,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.83379483223,-0.46005509604,-0.538153046266,-3.06657262049,-0.538793498966,-0.53455944051,-3.08168515088,-0.471578619606,-0.549758913722,-3.03674659682,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,0.945468902588,-0.478733306328,-0.556909201803,-3.01959360743,-0.555482076724,-0.563297234637,-3.03772675171,-0.484817865884,-0.565188459453,-2.99252470934,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.05307483673,-0.487048118523,-0.568281070991,-2.99576260699,-0.562832929714,-0.576610317068,-3.01464074776,-0.506310534669,-0.586042439493,-2.92812170422,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,1.17166495323,-0.506047257097,-0.591971595878,-2.9250898028,-0.585452745146,-0.601617452324,-2.93999888183,-0.5279316423,-0.610862639997,-2.85027835717,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
