number,x,y,theta,cmd_value 
0,4.90880584717,-0.876827863904,-1.03465754535,-1.56865967298,-0.904794274676,-1.07037870888,-1.58558195549,-0.9004319152,-1.06208474079,-1.4867887469,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.92631578445,-0.876827863904,-1.03465754535,-1.56865967298,-0.904794274676,-1.07037870888,-1.58558195549,-0.901407573777,-1.06072950371,-1.48634878221,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.95348501205,-0.876827863904,-1.03465754535,-1.56865967298,-0.904794274676,-1.07037870888,-1.58558195549,-0.901407573777,-1.06072950371,-1.48634878221,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.96957278252,-0.876827863904,-1.03465754535,-1.56865967298,-0.918606285277,-1.0568266399,-1.58672874993,-0.901775863402,-1.05871499892,-1.48426991573,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.98197793961,-0.883182011567,-1.02877112331,-1.56690455197,-0.918606285277,-1.0568266399,-1.58672874993,-0.901775863402,-1.05871499892,-1.48426991573,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,4.99590396881,-0.883182011567,-1.02877112331,-1.56690455197,-0.918606285277,-1.0568266399,-1.58672874993,-0.901775863402,-1.05871499892,-1.48426991573,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.01475977898,-0.883182011567,-1.02877112331,-1.56690455197,-0.918606285277,-1.0568266399,-1.58672874993,-0.900586756753,-1.05767378722,-1.47743975557,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.03504991531,-0.883182011567,-1.02877112331,-1.56690455197,-0.918606285277,-1.0568266399,-1.58672874993,-0.900586756753,-1.05767378722,-1.47743975557,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.04961585999,-0.883182011567,-1.02877112331,-1.56690455197,-0.918606285277,-1.0568266399,-1.58672874993,-0.90057575561,-1.05766426063,-1.47737664692,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.07356286049,-0.885425319381,-1.02079132811,-1.55153559044,-0.941036601083,-1.02579206392,-1.58648569388,-0.899459160466,-1.05627219187,-1.47250981909,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.08587384224,-0.885425319381,-1.02079132811,-1.55153559044,-0.941036601083,-1.02579206392,-1.58648569388,-0.899459160466,-1.05627219187,-1.47250981909,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.10676884651,-0.885425319381,-1.02079132811,-1.55153559044,-0.941036601083,-1.02579206392,-1.58648569388,-0.897645725614,-1.05682099271,-1.46746818774,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.12789583206,-0.885425319381,-1.02079132811,-1.55153559044,-0.941036601083,-1.02579206392,-1.58648569388,-0.895696902977,-1.05990347278,-1.46592472497,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.14994192123,-0.885425319381,-1.02079132811,-1.55153559044,-0.941036601083,-1.02579206392,-1.58648569388,-0.892355084008,-1.06216494653,-1.45708485484,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.16871285439,-0.890894883785,-1.01522306905,-1.5469972723,-0.942976383239,-1.00856441681,-1.57410585962,-0.892355084008,-1.06216494653,-1.45708485484,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.19017195702,-0.890894883785,-1.01522306905,-1.5469972723,-0.942976383239,-1.00856441681,-1.57410585962,-0.89055177764,-1.06269586996,-1.45187538382,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.22838497162,-0.890894883785,-1.01522306905,-1.5469972723,-0.942976383239,-1.00856441681,-1.57410585962,-0.886390752309,-1.06511541947,-1.44237956622,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.24831080437,-0.890894883785,-1.01522306905,-1.5469972723,-0.942976383239,-1.00856441681,-1.57410585962,-0.886390752309,-1.06511541947,-1.44237956622,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.26711893082,-0.886498235368,-1.0083555682,-1.51220591519,-0.921931621791,-0.998430547025,-1.53175007705,-0.882132191304,-1.06738518288,-1.43247526437,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.30619001389,-0.886498235368,-1.0083555682,-1.51220591519,-0.921931621791,-0.998430547025,-1.53175007705,-0.882132191304,-1.06738518288,-1.43247526437,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.34768795967,-0.886498235368,-1.0083555682,-1.51220591519,-0.921931621791,-0.998430547025,-1.53175007705,-0.873528477614,-1.07451956451,-1.41384476622,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.38204979897,-0.872137600563,-1.01195022344,-1.49090637122,-0.89791378983,-1.00702029282,-1.5037642857,-0.867659337803,-1.08059399943,-1.40130794398,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.4079709053,-0.872137600563,-1.01195022344,-1.49090637122,-0.89791378983,-1.00702029282,-1.5037642857,-0.865099030905,-1.08324038995,-1.39411184008,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.4256298542,-0.872137600563,-1.01195022344,-1.49090637122,-0.89791378983,-1.00702029282,-1.5037642857,-0.859057393479,-1.09108233608,-1.38013115725,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.45916581154,-0.872137600563,-1.01195022344,-1.49090637122,-0.89791378983,-1.00702029282,-1.5037642857,-0.859057393479,-1.09108233608,-1.38013115725,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.49116897583,-0.867326349046,-1.01585566894,-1.48338461845,-0.882059162749,-1.01972066482,-1.48568495946,-0.859057393479,-1.09108233608,-1.38013115725,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.50900197029,-0.867326349046,-1.01585566894,-1.48338461845,-0.882059162749,-1.01972066482,-1.48568495946,-0.845723714825,-1.10563751049,-1.34784777839,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.52638983727,-0.867326349046,-1.01585566894,-1.48338461845,-0.882059162749,-1.01972066482,-1.48568495946,-0.845723714825,-1.10563751049,-1.34784777839,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.57885193825,-0.847083595966,-1.03734857427,-1.44280190964,-0.862292111331,-1.044689889,-1.45684961823,-0.838243407516,-1.11344658734,-1.33012234424,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.59322595596,-0.847083595966,-1.03734857427,-1.44280190964,-0.862292111331,-1.044689889,-1.45684961823,-0.834551268694,-1.117512147,-1.32063509728,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.60974597931,-0.847083595966,-1.03734857427,-1.44280190964,-0.862292111331,-1.044689889,-1.45684961823,-0.834551268694,-1.117512147,-1.32063509728,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.63014888763,-0.847083595966,-1.03734857427,-1.44280190964,-0.862292111331,-1.044689889,-1.45684961823,-0.821957008763,-1.12996971179,-1.28965716018,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.66230583191,-0.834069728982,-1.05217416114,-1.41203640146,-0.836007861961,-1.08547568285,-1.40150051031,-0.812380208271,-1.13887870957,-1.26693218878,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.69166088104,-0.834069728982,-1.05217416114,-1.41203640146,-0.836007861961,-1.08547568285,-1.40150051031,-0.812380208271,-1.13887870957,-1.26693218878,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.71344900131,-0.834069728982,-1.05217416114,-1.41203640146,-0.836007861961,-1.08547568285,-1.40150051031,-0.80735099051,-1.14202787882,-1.25510806171,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.72901082039,-0.834069728982,-1.05217416114,-1.41203640146,-0.836007861961,-1.08547568285,-1.40150051031,-0.80735099051,-1.14202787882,-1.25510806171,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.75035881996,-0.834069728982,-1.05217416114,-1.41203640146,-0.836007861961,-1.08547568285,-1.40150051031,-0.80735099051,-1.14202787882,-1.25510806171,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.76503896713,-0.834069728982,-1.05217416114,-1.41203640146,-0.836007861961,-1.08547568285,-1.40150051031,-0.80735099051,-1.14202787882,-1.25510806171,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.77932500839,-0.81864724254,-1.07089338404,-1.36869786326,-0.814300961468,-1.11045587302,-1.33956189749,-0.79301967238,-1.15100303739,-1.21624999711,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.79623985291,-0.81864724254,-1.07089338404,-1.36869786326,-0.814300961468,-1.11045587302,-1.33956189749,-0.79301967238,-1.15100303739,-1.21624999711,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.81134295464,-0.81864724254,-1.07089338404,-1.36869786326,-0.814300961468,-1.11045587302,-1.33956189749,-0.79301967238,-1.15100303739,-1.21624999711,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.82842993736,-0.81864724254,-1.07089338404,-1.36869786326,-0.814300961468,-1.11045587302,-1.33956189749,-0.771823628628,-1.16639194804,-1.16359763314,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.86436200142,-0.81864724254,-1.07089338404,-1.36869786326,-0.814300961468,-1.11045587302,-1.33956189749,-0.771823628628,-1.16639194804,-1.16359763314,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.88841795921,-0.799776898634,-1.09114679686,-1.30585150859,-0.792291346397,-1.12970931344,-1.3001793146,-0.755005181199,-1.17938906631,-1.12301615532,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.91556692123,-0.799776898634,-1.09114679686,-1.30585150859,-0.792291346397,-1.12970931344,-1.3001793146,-0.755005181199,-1.17938906631,-1.12301615532,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.94874191284,-0.799776898634,-1.09114679686,-1.30585150859,-0.792291346397,-1.12970931344,-1.3001793146,-0.754909950853,-1.17946269798,-1.12278628268,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.96682190895,-0.77246780986,-1.11772981797,-1.2249642032,-0.764205773567,-1.15772034754,-1.23543601331,-0.743458982233,-1.18666137527,-1.09384644662,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,5.99554395676,-0.77246780986,-1.11772981797,-1.2249642032,-0.764205773567,-1.15772034754,-1.23543601331,-0.719680645239,-1.20129169564,-1.03530905153,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.02225589752,-0.77246780986,-1.11772981797,-1.2249642032,-0.764205773567,-1.15772034754,-1.23543601331,-0.719490107397,-1.20140892049,-1.03483988478,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.04332089424,-0.77246780986,-1.11772981797,-1.2249642032,-0.764205773567,-1.15772034754,-1.23543601331,-0.719490107397,-1.20140892049,-1.03483988478,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.06568479538,-0.744450593684,-1.13883320198,-1.15032028032,-0.734664268161,-1.18162050435,-1.16314326131,-0.697470439876,-1.21603006392,-0.987898625912,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.09219384193,-0.744450593684,-1.13883320198,-1.15032028032,-0.734664268161,-1.18162050435,-1.16314326131,-0.697470439876,-1.21603006392,-0.987898625912,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.1128718853,-0.744450593684,-1.13883320198,-1.15032028032,-0.734664268161,-1.18162050435,-1.16314326131,-0.689790517541,-1.22122304741,-0.97222441424,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.12757492065,-0.744450593684,-1.13883320198,-1.15032028032,-0.734664268161,-1.18162050435,-1.16314326131,-0.689790517541,-1.22122304741,-0.97222441424,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.14858484268,-0.744450593684,-1.13883320198,-1.15032028032,-0.734664268161,-1.18162050435,-1.16314326131,-0.67773769517,-1.22829239907,-0.940849384554,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.17307686806,-0.744450593684,-1.13883320198,-1.15032028032,-0.688716276802,-1.20356531033,-1.07822734563,-0.67773769517,-1.22829239907,-0.940849384554,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.18862485886,-0.744450593684,-1.13883320198,-1.15032028032,-0.688716276802,-1.20356531033,-1.07822734563,-0.67769903064,-1.22831506831,-0.940748668103,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.20445084572,-0.744450593684,-1.13883320198,-1.15032028032,-0.688716276802,-1.20356531033,-1.07822734563,-0.67769903064,-1.22831506831,-0.940748668103,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.22225785255,-0.744450593684,-1.13883320198,-1.15032028032,-0.688716276802,-1.20356531033,-1.07822734563,-0.653241435321,-1.24244795819,-0.88015204476,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.24948883057,-0.744450593684,-1.13883320198,-1.15032028032,-0.688716276802,-1.20356531033,-1.07822734563,-0.653241435321,-1.24244795819,-0.88015204476,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.26906991005,-0.680667281018,-1.1831425266,-0.985762251946,-0.657993685399,-1.22126841627,-0.9988323449,-0.653037055149,-1.24256605985,-0.879645437258,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.28852987289,-0.680667281018,-1.1831425266,-0.985762251946,-0.657993685399,-1.22126841627,-0.9988323449,-0.653037055149,-1.24256605985,-0.879645437258,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.30735683441,-0.680667281018,-1.1831425266,-0.985762251946,-0.657993685399,-1.22126841627,-0.9988323449,-0.640773043961,-1.25067809377,-0.850546676518,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.32459187508,-0.680667281018,-1.1831425266,-0.985762251946,-0.657993685399,-1.22126841627,-0.9988323449,-0.640773043961,-1.25067809377,-0.850546676518,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.3859667778,-0.670794305014,-1.18990921911,-0.966283209075,-0.632454447518,-1.24333869605,-0.947747640304,-0.605642919546,-1.27426726426,-0.76253112,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.40011978149,-0.670794305014,-1.18990921911,-0.966283209075,-0.632454447518,-1.24333869605,-0.947747640304,-0.605642919546,-1.27426726426,-0.76253112,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.43116378784,-0.670794305014,-1.18990921911,-0.966283209075,-0.632454447518,-1.24333869605,-0.947747640304,-0.594324761505,-1.28320999328,-0.733631995365,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.44580197334,-0.670794305014,-1.18990921911,-0.966283209075,-0.632454447518,-1.24333869605,-0.947747640304,-0.594324761505,-1.28320999328,-0.733631995365,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.46742486954,-0.641460841878,-1.21097135734,-0.905749881125,-0.598174387966,-1.26368114191,-0.891817341314,-0.58017217063,-1.29195740444,-0.700853988121,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.48685479164,-0.626247499016,-1.2218997864,-0.872330224186,-0.598174387966,-1.26368114191,-0.891817341314,-0.58017217063,-1.29195740444,-0.700853988121,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.51318597794,-0.626247499016,-1.2218997864,-0.872330224186,-0.598174387966,-1.26368114191,-0.891817341314,-0.566019199011,-1.30077979578,-0.670755776271,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.52940988541,-0.626247499016,-1.2218997864,-0.872330224186,-0.598174387966,-1.26368114191,-0.891817341314,-0.566019199011,-1.30077979578,-0.670755776271,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.5512149334,-0.626247499016,-1.2218997864,-0.872330224186,-0.598174387966,-1.26368114191,-0.891817341314,-0.551787409395,-1.31150166627,-0.643831037712,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.56800484657,-0.626247499016,-1.2218997864,-0.872330224186,-0.598174387966,-1.26368114191,-0.891817341314,-0.551787409395,-1.31150166627,-0.643831037712,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.58395385742,-0.612972589417,-1.23184811331,-0.849550883244,-0.566355345141,-1.27670146247,-0.844476730412,-0.540652051586,-1.31868863833,-0.613636278382,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.63539099693,-0.612972589417,-1.23184811331,-0.849550883244,-0.566355345141,-1.27670146247,-0.844476730412,-0.540652051586,-1.31868863833,-0.613636278382,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.65116977692,-0.612972589417,-1.23184811331,-0.849550883244,-0.566355345141,-1.27670146247,-0.844476730412,-0.523494730265,-1.33233559404,-0.570514373064,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.67082595825,-0.579584598999,-1.26245485075,-0.763614867996,-0.51438280324,-1.31893297315,-0.751668715215,-0.523494730265,-1.33233559404,-0.570514373064,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.7005879879,-0.579584598999,-1.26245485075,-0.763614867996,-0.51438280324,-1.31893297315,-0.751668715215,-0.511570801985,-1.34021497806,-0.539322500754,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.72837686539,-0.579584598999,-1.26245485075,-0.763614867996,-0.51438280324,-1.31893297315,-0.751668715215,-0.501851437046,-1.34791567278,-0.509478570634,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.74809193611,-0.579584598999,-1.26245485075,-0.763614867996,-0.51438280324,-1.31893297315,-0.751668715215,-0.501851437046,-1.34791567278,-0.509478570634,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.77613401413,-0.543941204453,-1.30531738133,-0.656659058886,-0.488064837431,-1.36125151619,-0.678469055768,-0.490603009624,-1.35598299704,-0.482151420814,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.79185390472,-0.543941204453,-1.30531738133,-0.656659058886,-0.488064837431,-1.36125151619,-0.678469055768,-0.490542899725,-1.35602609203,-0.482005403256,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.80658984184,-0.543941204453,-1.30531738133,-0.656659058886,-0.488064837431,-1.36125151619,-0.678469055768,-0.490542899725,-1.35602609203,-0.482005403256,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.83031392097,-0.543941204453,-1.30531738133,-0.656659058886,-0.488064837431,-1.36125151619,-0.678469055768,-0.490542899725,-1.35602609203,-0.482005403256,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.84776997566,-0.543941204453,-1.30531738133,-0.656659058886,-0.488064837431,-1.36125151619,-0.678469055768,-0.467697496853,-1.36953556631,-0.420304566484,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.86544799805,-0.512483273184,-1.32964576985,-0.584842356377,-0.474775999427,-1.39983215209,-0.617667012374,-0.467697496853,-1.36953556631,-0.420304566484,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.88474988937,-0.512483273184,-1.32964576985,-0.584842356377,-0.474775999427,-1.39983215209,-0.617667012374,-0.455929758781,-1.37686104037,-0.391112567149,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.90441679955,-0.512483273184,-1.32964576985,-0.584842356377,-0.474775999427,-1.39983215209,-0.617667012374,-0.449900327149,-1.38045900884,-0.376384776359,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.92560982704,-0.512483273184,-1.32964576985,-0.584842356377,-0.474775999427,-1.39983215209,-0.617667012374,-0.449900327149,-1.38045900884,-0.376384776359,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.95056700706,-0.512483273184,-1.32964576985,-0.584842356377,-0.474775999427,-1.39983215209,-0.617667012374,-0.449855066347,-1.38048600846,-0.376274204927,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,6.99420881271,-0.504221449542,-1.34028386012,-0.568684448473,-0.44682748842,-1.41160863137,-0.566260144703,-0.428045844485,-1.39278457572,-0.314548252899,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,7.00756978989,-0.504221449542,-1.34028386012,-0.568684448473,-0.44682748842,-1.41160863137,-0.566260144703,-0.428045844485,-1.39278457572,-0.314548252899,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,7.0321559906,-0.504221449542,-1.34028386012,-0.568684448473,-0.44682748842,-1.41160863137,-0.566260144703,-0.41770377391,-1.39879082747,-0.283636133498,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,7.05091190338,-0.504221449542,-1.34028386012,-0.568684448473,-0.44682748842,-1.41160863137,-0.566260144703,-0.41770377391,-1.39879082747,-0.283636133498,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,7.07250785828,-0.494097236688,-1.35202037831,-0.541558250757,-0.38755837896,-1.42683796263,-0.470515400838,-0.408257670991,-1.40514792494,-0.255481346668,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
0,7.09081697464,-0.494097236688,-1.35202037831,-0.541558250757,-0.38755837896,-1.42683796263,-0.470515400838,-0.408257670991,-1.40514792494,-0.255481346668,[[0.5, 0.5, 1.57], [0.5, 0.5, 1.57], [0.5, 0.5, 1.57]]
